Employee Number (Person),Employment Status (Person),Post Type (Post Profile),Appointment Status (Appointment),Pay Group (Person),Full Name (Person),Grade,Post Title (Post Profile),Directorate,Department,Family Friendly Absence Days,Absence Days,Sick Days,Certified Sick Days,Certified Sick Paid Days,Certified Sick Unpaid Days,Self Certified Sick Days,Self Certified Sick Paid Days,Annual Accrued Entitlement,Annual Floating Entitlement,Annual Carried Forward,Annual Total Entitlement,Annual Taken,Annual Balance,Annual Booked,Annual Balance Less Booked
100701,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Diane Johnson,4,EXECUTIVE PLANNER,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100185,100404,0,100644,0,30,5,No Annual Leave Record,22,20.5,3,9
101075,Live,PW,CO,SALARIES,Wendy Reynolds,4,CLERICAL OFFICER,FINANCE & WATER SERVICES,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100959,100598,No Sick Leave Record,101126,0,9.5,0,29,11.5,20,6,4
100145,Live,PW,CO,SALARIES,Christopher Smith,3,GENERAL OPERATIVE,"COMMUNITY, CULTURAL SERVICES & PARKS",PLANNING,0,No Sick Leave Record,0,No Sick Leave Record,100603,100375,No Sick Leave Record,100619,0,30,0.5,26,16.5,6,2.5,14
100300,Live,PW,CO,FORTNIGHTLY WAGES - DLR,David Valenzuela,3,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101245,100623,No Sick Leave Record,100310,0,8.5,2,28,0,14,No Annual Leave Record,12
100370,Live,PW,CO,SALARIES,Tanya Duncan,6,SCHOOL WARDEN,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,No Sick Leave Record,24.6,No Sick Leave Record,2,100452,100607,0,100193,0,30,No Annual Leave Record,33,23,12.5,3.5,1
100152,Live,PW,CO,SALARIES,Mike Jones,6,EXECUTIVE PLANNER,CORPORATE AFFAIRS,IT,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100110,100061,No Sick Leave Record,101066,0,17,0,32.5,21,23,3,20
100284,Live,PW,CO,FORTNIGHTLY WAGES - DLR,David Charles,No Grade,GENERAL OPERATIVE,"COMMUNITY, CULTURAL SERVICES & PARKS",CULTURE,0,No Sick Leave Record,No Sick Leave Record,0,101103,100415,0,100584,0,No Annual Leave Record,4,34,No Annual Leave Record,16.5,15,9.5
100926,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Judy Miles,7,SCHOOL WARDEN,FORWARD PLANNING INFRASTRUCTURE,FINANCE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100111,101242,0,100275,No Annual Leave Record,30,5,35,0,15.5,7,8
100850,Live,PW,CO,SALARIES,Melissa Edwards,3,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,0,0,No Sick Leave Record,No Sick Leave Record,100174,100222,No Sick Leave Record,100294,0,30,2.5,34,10.5,18.5,10,6.5
100677,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Kaylee Donaldson,No Grade,SCHOOL WARDEN,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100192,100297,No Sick Leave Record,101129,0,30,5,24,3.5,13.5,0,No Annual Leave Record
100009,Live,PW,CO,SALARIES,Michelle Fry,No Grade,SENIOR RESIDENT ENGINEER TEMP,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,0,0.02,No Sick Leave Record,0,101089,100656,0,101182,0,No Annual Leave Record,5,27.5,20.5,16,No Annual Leave Record,12
100565,Live,PW,CO,SALARIES,David Leonard,7,DRIVER ROAD SWEEPER,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,0,0,0,No Sick Leave Record,100905,100313,1.5,100617,No Annual Leave Record,32,0,41,25,30,3,13.5
100321,Live,PW,CO,SALARIES,Brett Ashley,4,I.S. TECHNICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,6.5,0,100219,101188,0,100664,0,30,2,29,18.5,12,3,12
100030,Live,PW,CO,SALARIES,Thomas Jacobs,8,ASSISTANT STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,0,0,0,No Sick Leave Record,100094,100883,No Sick Leave Record,101310,0,23,1.5,14.5,15,11,No Annual Leave Record,8.5
101090,Live,PW,CO,FORTNIGHTLY WAGES - DLR,John White,4,STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,ARCHITECTS,0,No Sick Leave Record,6,No Sick Leave Record,101214,101256,0,101196,0,29,No Annual Leave Record,28,No Annual Leave Record,No Annual Leave Record,7.5,14
100484,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Cody Hall,3,LIBRARY ASSISTANT,INFRASTRUCTURE & CLIMATE CHANGE,CULTURE,No Sick Leave Record,0,0,2,101062,100147,0,100053,0,No Annual Leave Record,4,37,No Annual Leave Record,16,20,No Annual Leave Record
100925,Live,PW,CO,SALARIES,Rachel Dougherty,4,ASSISTANT STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,CULTURE,0,No Sick Leave Record,No Sick Leave Record,13.5,100770,100724,0,100272,0,30,No Annual Leave Record,35,14,10.5,3,5
100881,Live,PW,CO,SALARIES,Maureen Villarreal,No Grade,GRADUATE ENGINEER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100540,101299,0,100421,0,No Annual Leave Record,5,31,12,17,9.5,12
100440,Live,TW,CO,SALARIES,Savannah Mcgee,4,RESIDENT ENGINEER TEMPORARY,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100210,100840,No Sick Leave Record,101009,0,24,0,26,24,9.5,12,15
100402,Live,PW,CO,SALARIES,Nathan Lee,4,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100457,100504,No Sick Leave Record,100010,0,30,0,31.5,22.5,1,3,1
100700,Live,PW,CO,SALARIES,Michelle Harris,No Grade,STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",CULTURE,No Sick Leave Record,3.15,2,No Sick Leave Record,101211,100838,No Sick Leave Record,100103,0,30,0.5,33,13.5,8.5,4.5,4
100556,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Ryan Harris,No Grade,ASSISTANT FOREMAN GARDENER,"COMMUNITY, CULTURAL SERVICES & PARKS",CULTURE,0,4.51,No Sick Leave Record,No Sick Leave Record,101318,101156,0,100582,0,No Annual Leave Record,4,35,12.5,5.5,3,5
100023,Live,PW,CO,SALARIES,John Williamson,6,LIFEGUARD,ARCHITECTS,CHERRYWOOD,0,No Sick Leave Record,6.5,2,101018,100091,No Sick Leave Record,100393,0,29,2,34,No Annual Leave Record,8.5,6,1
100902,Live,PW,CO,SALARIES,Anna Jensen,No Grade,GENERAL OPERATIVE SHIFT,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,0,0,No Sick Leave Record,No Sick Leave Record,100937,100532,0,100756,0,29,3,No Annual Leave Record,14.5,7.5,3,10
101115,Live,TW,CO,FORTNIGHTLY WAGES - DLR,Seth Parker,No Grade,SENIOR EXECUTIVE PLANNER,PLANNING & ECONOMIC DEVELOPMENT,WATER SERVICES,0,22,No Sick Leave Record,0,100024,100386,No Sick Leave Record,100402,0,24,5,28.5,20,No Annual Leave Record,3,7.5
100940,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Jennifer Williams,5,CLERICAL OFFICER,HOUSING,PARKS,0,0,0,No Sick Leave Record,100232,101044,No Sick Leave Record,100403,0,32,No Annual Leave Record,No Annual Leave Record,17.5,19.5,3,9
101094,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Sheri Clark,No Grade,DISTRICT SUPERVISOR PARKS,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100659,100733,2,100978,0,30,0,33,4.5,16.5,3,9
100971,Live,PW,CO,SALARIES,Cole Guerrero,No Grade,GANGER,"COMMUNITY, CULTURAL SERVICES & PARKS",HOUSING,No Sick Leave Record,0.44,0,No Sick Leave Record,100676,100798,No Sick Leave Record,100353,0,30,5,33,19,No Annual Leave Record,No Annual Leave Record,4
100882,Live,PW,CO,SALARIES,Reginald Scott,8,GENERAL OPERATIVE,HOUSING,CULTURE,No Sick Leave Record,0.73,No Sick Leave Record,0,101039,101358,No Sick Leave Record,100352,No Annual Leave Record,24,3.5,12,20,12,0,11.5
100759,Live,PW,CO,SALARIES,Mary Robinson,No Grade,DRIVER CLEANSING,INFRASTRUCTURE & CLIMATE CHANGE,HARBOUR,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100635,100776,No Sick Leave Record,100487,0,30,0,27,18,17,0,7
100389,Live,PW,CO,SALARIES,Sherry Bishop,3,CLERICAL OFFICER,CORPORATE AFFAIRS,IT,0,0,No Sick Leave Record,No Sick Leave Record,100214,100509,0,101006,0,29,0,33,22,12,9,12.5
101184,Live,PW,CO,FORTNIGHTLY WAGES - DLR,James Thomas,No Grade,DRIVER ROAD SWEEPER,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100779,101281,No Sick Leave Record,100866,0,32,5,28.5,0,12.5,0,12.5
100803,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Karen Robinson,7,SENIOR STAFF OFFICER,HOUSING,COMMUNITY,0,23.19,0,0,101041,100066,No Sick Leave Record,100655,0,30,0,No Annual Leave Record,17,19,8,No Annual Leave Record
101225,Live,TW,CO,FORTNIGHTLY WAGES - DLR,Rebecca Jordan,No Grade,GANGER PARKS,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,0,2.02,0,No Sick Leave Record,100196,101306,No Sick Leave Record,100833,0,No Annual Leave Record,0,30,No Annual Leave Record,13,0,2
100334,Live,PW,CO,SALARIES,Elizabeth Brown,6,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,No Sick Leave Record,0,5,No Sick Leave Record,101081,101016,No Sick Leave Record,100375,0,24,No Annual Leave Record,30,No Annual Leave Record,16,3,No Annual Leave Record
100839,Live,PW,CO,SALARIES,Jordan Crosby,7,ASSISTANT STAFF OFFICER,ARCHITECTS,CORPORATE SERVICES,0,No Sick Leave Record,No Sick Leave Record,0,100559,100579,0,100829,0,No Annual Leave Record,5,28,1,11.5,4.5,5.5
101188,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Natalie Jordan,3,AREA COMMUNITY OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",HUMAN RESOURCES,0,No Sick Leave Record,0,No Sick Leave Record,101172,100867,0,100525,0,13,5,29,20.5,12.5,3,No Annual Leave Record
100684,Live,PW,CO,SALARIES,Stephanie White,6,ADMINISTRATIVE OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,WATER SERVICES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100112,101075,No Sick Leave Record,100034,0,24,2,34,17,8,3,8.5
100731,Live,PW,CO,SALARIES,Nicole Thompson,5,ASSISTANT STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100220,100377,No Sick Leave Record,101116,0,16,2.5,12,17,20,19,0.5
100958,Live,PW,CO,SALARIES,Todd Montgomery,No Grade,ADMINISTRATIVE OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,No Sick Leave Record,No Sick Leave Record,4,No Sick Leave Record,100737,100134,0,100979,0,29,2,20,11.5,14,3,8
100689,Live,PW,CO,SALARIES,Mr. Daniel Gonzalez,No Grade,PARK RANGER 2001,CORPORATE AFFAIRS,WATER SERVICES,No Sick Leave Record,0,28.5,No Sick Leave Record,100909,100646,No Sick Leave Record,101167,0,16.5,5,35,20.5,23.5,No Annual Leave Record,11
100260,Live,PW,CO,,Jennifer Roberts,6,ASSISTANT STAFF OFFICER,CORPORATE AFFAIRS,HOUSING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,5.5,100648,100204,No Sick Leave Record,100774,0,24,5,34,14.5,14,4,3.5
100072,Live,PW,CO,SALARIES,Kevin Duffy,No Grade,ASSISTANT STAFF OFFICER,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,0,101269,100941,0,100427,0,28.5,1.5,30,20,12,4,26
100298,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Marco Gardner,No Grade,HEAD OF ECONOMIC DEVELOPMENT,PLANNING & ECONOMIC DEVELOPMENT,CULTURE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100795,100295,No Sick Leave Record,100638,0,24,0,31,16,12.5,0,2.5
100412,Live,PW,CO,SALARIES,Amanda Harvey,4,ASSISTANT STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",ARCHITECTS,No Sick Leave Record,0,0,No Sick Leave Record,100251,100064,No Sick Leave Record,100569,0,27,0.5,35,27,5,0,7
101114,Live,TW,CO,SALARIES,Melissa Lee,3,SENIOR PARKS & LANDSCAPE OFFICER,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,0,5.01,0,2,100432,101144,0,100027,0,28,0,No Annual Leave Record,24,8,8,20
101022,Live,PW,CO,SALARIES,Jason Houston,6,SCHOOL WARDEN,"COMMUNITY, CULTURAL SERVICES & PARKS",HUMAN RESOURCES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100978,101301,No Sick Leave Record,100757,0,30,0,30,24,No Annual Leave Record,0,5.5
100409,Live,PW,CO,SALARIES,Pamela Moyer,No Grade,SCHOOL WARDEN,CORPORATE AFFAIRS,HOUSING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100953,100738,1,100952,0,32,0,15,22,18.5,0,7
100920,Live,PW,CO,SALARIES,Jennifer Weber,4,GANGER,"COMMUNITY, CULTURAL SERVICES & PARKS",FINANCE,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100018,100350,No Sick Leave Record,100553,0,30,1.5,32,19,6,5.5,6
101159,Live,PW,CO,SALARIES,Michelle Garcia DVM,5,STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,0,No Sick Leave Record,100454,101103,0,100649,0,30,3,33.5,19,10,0,3
100032,Live,PW,CO,SALARIES,Brett Ferrell,6,EXECUTIVE TECHNICIAN,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100836,101329,No Sick Leave Record,100532,0,30,5,34,16.5,5,3,5
100573,Live,PW,CO,SALARIES,Jane Murphy,4,DRIVER CLEANSING,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,0,5,No Sick Leave Record,No Sick Leave Record,101169,100653,0,100565,0,27,5,25,17.5,4.5,0,8
101356,Live,PW,CO,SALARIES,Zachary Cervantes,5,ADMINISTRATIVE OFFICER,FINANCE & WATER SERVICES,CHERRYWOOD,0,0,No Sick Leave Record,0,100762,101063,No Sick Leave Record,100634,0,29,0,35,20,10,3,10.5
100642,Live,PW,CO,SALARIES,Kimberly Valentine,5,ASSISTANT STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",CORPORATE SERVICES,No Sick Leave Record,0,No Sick Leave Record,0,100257,101248,No Sick Leave Record,100292,0,24,No Annual Leave Record,32,25,3.5,12,14
101103,Live,PW,CO,SALARIES,Jennifer Smith DDS,7,STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",PLANNING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,13,101226,101133,0,100068,0,24,0,34.5,14,3,6,11.5
100623,Live,PW,CO,SALARIES,Vanessa Bridges,5.5,SCHOOL WARDEN,CORPORATE AFFAIRS,CULTURE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,101322,100352,5,101144,No Annual Leave Record,24,0,35,21,9,3,No Annual Leave Record
100455,Live,TP,CO,SALARIES,Anthony Gonzalez,7,LIBRARY ASSISTANT,"COMMUNITY, CULTURAL SERVICES & PARKS",PLANNING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,5,100888,100802,0,101348,0,32,3,24,10,10,3,No Annual Leave Record
100437,Live,PW,CO,FORTNIGHTLY WAGES - DLR,John Spencer,No Grade,ASSISTANT STAFF OFFICER,FORWARD PLANNING INFRASTRUCTURE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,0,100333,101350,0,101291,No Annual Leave Record,No Annual Leave Record,5,31,21.5,7,3,19
100960,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Adam Stokes,3,SENIOR STAFF OFFICER,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,No Sick Leave Record,0,101364,100448,0,100544,0,13,0,33,20.5,15.5,8,1.5
100349,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Michael Dickson,No Grade,CHIEF TECHNICIAN,CORPORATE AFFAIRS,ENTERPRISE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100681,100239,0,101014,0,23.5,0,27,18,20,7.5,-0.5
101011,Live,PW,AP,SALARIES,John Irwin,6,COMMUNITY WORKER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100825,100136,0,100790,0,30,0,30.5,28,18.5,3,No Annual Leave Record
100919,Live,PW,CO,FORTNIGHTLY WAGES - DLR,James Wood,4,STAFF OFFICER,HOUSING,HOUSING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100079,100465,0,100400,0,22,No Annual Leave Record,No Annual Leave Record,1,12.5,9,4
100638,Live,TW,CO,SALARIES,Mark Taylor,No Grade,SCHOOL WARDEN,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,0,0,No Sick Leave Record,0,100222,100228,0,101222,0,19,0,37,28,18,4.5,9
101044,Dormant,PW,CO,FORTNIGHTLY WAGES - DLR,Anita Liu,4,LIFEGUARD,FINANCE & WATER SERVICES,PARKS,No Sick Leave Record,0,0,No Sick Leave Record,100418,101227,0,100161,0,30,4,30,30.5,No Annual Leave Record,No Annual Leave Record,11
100778,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Anthony Thomas,3,SENIOR LIBRARY ASSISTANT,CORPORATE AFFAIRS,HUMAN RESOURCES,0,0,No Sick Leave Record,0,100629,100143,1,100185,0,28,5,31,0,8,No Annual Leave Record,11
101297,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Jeffrey Allen,No Grade,ADMINISTRATIVE OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,CHERRYWOOD,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100281,100629,2,100464,0,30,1,24,18,15,5,6.5
101180,Live,PW,CO,SALARIES,Charles Garcia,No Grade,GANGER,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,1,101121,100975,No Sick Leave Record,100229,0,24,0,32.5,17,25,0,26
101270,Live,PW,CO,SALARIES,Deborah Simmons,No Grade,TECHNICIAN GRADE 1,HOUSING,HOUSING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100587,100299,0,100863,0,24,0,30,24,18,3,3.5
101361,Live,PW,CO,SALARIES,Cheryl Johnston,6,SENIOR STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",CULTURE,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100483,100662,0,100720,0,24,5,33.5,18,14.5,8,10
100308,Live,PW,CO,SALARIES,Christopher Moran,4,ASSISTANT FOREMAN OF WORKS,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101218,100933,No Sick Leave Record,101290,0,30,0.5,30,24,15.5,No Annual Leave Record,10
101207,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Kyle Pittman,6,CLIMATE ACTION CO-ORDINATOR TEMP 5 YR CO,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,No Sick Leave Record,No Sick Leave Record,1,No Sick Leave Record,100914,101231,No Sick Leave Record,100996,0,No Annual Leave Record,0.5,29.5,20.5,10,0,6
101348,Live,PW,CO,SALARIES,Ethan Lowe,No Grade,SCHOOL WARDEN,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100547,100614,No Sick Leave Record,100789,0,32,5,35,19,15.5,0,No Annual Leave Record
100524,Live,PW,CO,SALARIES,Alexander Smith,6,LIBRARY ASSISTANT,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,5,No Sick Leave Record,0,101006,100055,1,100440,No Annual Leave Record,30,5,20,20,5,0,5.5
101336,Live,PW,CO,SALARIES,Andrea Young,8,SENIOR PLANNER,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100756,101341,0,100129,0,30,No Annual Leave Record,28,0,8,3,0
101312,Live,PW,CO,SALARIES,Alicia Adams,No Grade,STAFF OFFICER,FINANCE & WATER SERVICES,PARKS,No Sick Leave Record,5.5,No Sick Leave Record,No Sick Leave Record,101010,100527,No Sick Leave Record,100436,0,24,4,17.5,0,7,0,No Annual Leave Record
100949,Live,PW,CO,SALARIES,Vincent Medina,No Grade,SENIOR STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",WATER SERVICES,No Sick Leave Record,0.32,No Sick Leave Record,No Sick Leave Record,101093,101270,No Sick Leave Record,100287,0,24,0,34.5,19,8,0,4
100568,Live,PW,CO,SALARIES,John Montgomery,No Grade,STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,19,No Sick Leave Record,100973,100152,0,100488,0,30,3.5,24,13,23.5,No Annual Leave Record,13
100740,Live,PW,CO,SALARIES,Kimberly Lowery,5,GENERAL OPERATIVE,"COMMUNITY, CULTURAL SERVICES & PARKS",FINANCE,0,0.01,No Sick Leave Record,0,101209,101139,0,101055,0,30,5,29,17,14,3,No Annual Leave Record
100820,Live,PW,CO,SALARIES,Christine Howard,6,INSPECTOR BUILDING MAINTENANCE,INFRASTRUCTURE & CLIMATE CHANGE,CULTURE,0,0,0,No Sick Leave Record,100852,101221,No Sick Leave Record,100559,0,29,4,29,17,16.5,3,19
100343,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Edward Lane,6,STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",HOUSING,No Sick Leave Record,6.94,36.5,0,101142,100871,No Sick Leave Record,100399,0,No Annual Leave Record,5,34,5,11,No Annual Leave Record,2
100185,Live,PW,CO,SALARIES,Kevin Elliott,6,SCHOOL WARDEN,ARCHITECTS,PARKS,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100946,101115,No Sick Leave Record,101246,0,30,3.5,23,16,No Annual Leave Record,11.5,5.5
101181,Live,PW,CO,SALARIES,Derrick Singleton,No Grade,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,No Sick Leave Record,2.24,No Sick Leave Record,No Sick Leave Record,101090,100233,1,100020,0,22.5,5,35,12,13.5,8,6
101110,Live,PW,CO,FORTNIGHTLY WAGES - DLR,John Miranda,5,SENIOR EXECUTIVE ARCHITECT,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,2.03,1,No Sick Leave Record,100906,101320,0,101120,0,24,0,27,18.5,20.5,3,10.5
100258,Live,PW,CO,SALARIES,Wendy Hammond,No Grade,GRADUATE PARKS & LANDSCAPE OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,IT,No Sick Leave Record,0,0,No Sick Leave Record,100944,101289,No Sick Leave Record,101231,0,24,5,35,21,9.5,6,22
100849,Live,PW,CO,SALARIES,Nicole Page,4,OPERATOR TRACTOR,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,No Sick Leave Record,0,No Sick Leave Record,0,100682,100237,1,100694,0,24,0,27,22,12,3,5
100523,Live,PW,CO,SALARIES,Brian Russell PhD,No Grade,CLERICAL OFFICER,ARCHITECTS,CORPORATE SERVICES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100607,100073,No Sick Leave Record,100509,No Annual Leave Record,30,0,32,5,14.5,8,No Annual Leave Record
100293,Live,TP,CO,SALARIES,Joseph Mcdaniel,5,COMMUNITY WORKER,HOUSING,CULTURE,No Sick Leave Record,7.01,No Sick Leave Record,No Sick Leave Record,100040,101315,No Sick Leave Record,101185,0,30,0,27,5,30,3,16
100090,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Edward Morales,6,SENIOR LEGAL ASSISTANT,HOUSING,ARCHITECTS,0,0,No Sick Leave Record,0,100188,101015,0,101067,0,27,0,35,0,0,9,18
100466,,PW,CO,SALARIES,Jonathan Williams,No Grade,ASSISTANT PLANNER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,7,No Sick Leave Record,101336,101032,0,100825,0,17.5,5,34.5,18,0,16,16
100324,Live,PW,CO,SALARIES,Kevin Moore,No Grade,CLERICAL OFFICER,CORPORATE AFFAIRS,CORPORATE SERVICES,No Sick Leave Record,20.02,72,0,100785,100994,0,100753,0,30,1.5,31,19.5,22,0,16
101271,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Donald Oneill,No Grade,HERITAGE OFFICER PERMANENT,HOUSING,PARKS,No Sick Leave Record,No Sick Leave Record,12,No Sick Leave Record,100034,100387,No Sick Leave Record,101183,0,30,0,32,No Annual Leave Record,8.5,No Annual Leave Record,3.5
100345,Live,PW,CO,SALARIES,Jennifer Nelson,No Grade,CLERICAL OFFICER,FINANCE & WATER SERVICES,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101286,100163,0,100827,0,30,4,12.5,1.5,No Annual Leave Record,3,No Annual Leave Record
100942,Live,PW,CO,SALARIES,Thomas Romero,5,RESETTLEMENT OFFICER,FINANCE & WATER SERVICES,CORPORATE SERVICES,0,1.14,0,0,101120,100783,0,101179,0,24,0,17.5,0,15,No Annual Leave Record,18
